AnnoScolastico,AreaGeografica,Regione,Provincia,CodiceIstitutoRiferimento,DenominazioneIstitutoRiferimento,CodiceScuola,DenominazioneScuola,IndirizzoScuola,CAPScuola,CodiceComuneScuola,DescrizioneComune,DescrizioneCaratteristicaScuola,DescrizioneTipologiaGradoIstruzioneScuola,IndicazioneSedeDirettivo,IndicazioneSedeOmnicomprensivo,IndirizzoEmailScuola,IndirizzoPecScuola,SitoWebScuola,SedeScolastica
202526,ISOLE,SICILIA,MESSINA,METD05000E,I.T. L.DA VINCI ECONOMICO TECNOLOGICO,METD05050X,L. DA VINCI,Non Disponibile,Non Disponibile,F206,MILAZZO,PERCORSO II LIVELLO,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,METD05000E@istruzione.it,Non Disponibile,www.davincimilazzo.edu.it,NO
202526,ISOLE,SICILIA,MESSINA,METF020001,ISTITUTO TECNICO TECNOLOGICO E.MAJORANA,METF020001,ISTITUTO TECNICO TECNOLOGICO E.MAJORANA,VIA TRE MONTI 4,98057,F206,MILAZZO,NORMALE,ISTITUTO TECNICO INDUSTRIALE,SI,Non Disponibile,METF020001@istruzione.it,metf020001@pec.istruzione.it,www.itimajorana.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS04900A,"I.S. ""MAJORANA-ARCOLEO""",CTTD049512,I.T.C. SERALE CALTAGIORNE,VIALE AUTONOMIA 6,95041,B428,CALTAGIRONE,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS04900A@istruzione.it,Non Disponibile,www.ismajoranarcoleo.edu.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS03300R,I.S. G. FERRARIS,CTTF03350N,GALILEO FERRARIS CORSO SERALE,Non Disponibile,Non Disponibile,A028,ACIREALE,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS03300R@istruzione.it,Non Disponibile,http//www.iissferraris.edu.it,NO
202526,ISOLE,SICILIA,AGRIGENTO,AGIS01700D,IIS - LUIGI PIRANDELLO,AGTD01701Q,LORENZO PANEPINTO,C.DA SANTA FILOMENA SNC,92010,A896,BIVONA,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,AGIS01700D@istruzione.it,Non Disponibile,www.liceobivona.altervista.org,SI
202526,ISOLE,SICILIA,PALERMO,PAIS02200V,JACOPO DEL DUCA - DIEGO BIANCA AMATO,PATD02251E,JACOPO DEL DUCA,VIA PIETRAGROSSA 68,90015,C421,CEFALU',PERCORSO II LIVELLO,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,PAIS02200V@istruzione.it,Non Disponibile,www.delduca-biancaamato.it,NO
202526,ISOLE,SICILIA,ENNA,ENIS00700G,"I.I.S. ""E. MAJORANA-GEN. A. CASCINO""",ENTF00750C,CORSO SERALE TURISMO - PIAZZA ARM.,PIAZZA SENATORE MARESCALCHI,94015,G580,PIAZZA ARMERINA,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,ENIS00700G@istruzione.it,Non Disponibile,www.itispiazza.gov.it,NO
202526,ISOLE,SICILIA,RAGUSA,RGIS01300V,GALILEO FERRARIS,RGTF01301B,IST. TECNOL. ETTORE MAJORANA,VIA PIETRO NENNI,97100,H163,RAGUSA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,RGIS01300V@istruzione.it,Non Disponibile,www.istitutoferraris.it,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS016002,"I.I.S. ""G.B. HODIERNA""",CLTD016018,G. B. HODIERNA,CONTRADA PRATO,93014,F830,MUSSOMELI,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,CLIS016002@istruzione.it,Non Disponibile,www.iishodierna.edu.it,SI
202526,ISOLE,SICILIA,AGRIGENTO,AGIS01600N,IIS - DON MICHELE ARENA,AGTD016519,"""DON MICHELE ARENA"" - CORSO SERALE",VIA GIOTTO 20,92019,I533,SCIACCA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,AGIS01600N@istruzione.it,Non Disponibile,iissarena.edu.it,NO
202526,ISOLE,SICILIA,MESSINA,MEIS027008,VERONA TRENTO - MESSINA,METF027505,IST TECN. TECNOL. VERONA TRENTO SERALE,VIA UGO BASSI IS. 148,98122,F158,MESSINA,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,MEIS027008@istruzione.it,Non Disponibile,http//www.veronatrento.it,NO
202526,ISOLE,SICILIA,MESSINA,MEIS03300G,"I.I.S.S. ""PUGLIATTI "" TAORMINA",METD033506,IST TEC. COMM.LE PUGLIATTI SERALE,CONTRADA ARANCIO SNC,98039,L042,TAORMINA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,MEIS03300G@istruzione.it,Non Disponibile,http//www.iisspugliatti.edu.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS04200G,I.S. RAMACCA - PALAGONIA,CTTD04202V,IGEA RAMACCA,VIA FASTUCHERIA 48,95040,H168,RAMACCA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS04200G@istruzione.it,Non Disponibile,www.iisramacca-palagonia.gov.it,SI
202526,ISOLE,SICILIA,MESSINA,MEIS001004,I.S.MISTRETTA MANZONI,METD00101A,"""ARCANGELO FLORENA""",VIA MARINA,98077,I370,SANTO STEFANO DI CAMASTRA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,MEIS001004@istruzione.it,Non Disponibile,https//www.iismanzoni.edu.it/,SI
202526,ISOLE,SICILIA,PALERMO,PAIS03200D,DAMIANI ALMEYDA - FRANCESCO CRISPI,PATD03201Q,TD CRISPI,L.GO MARIO MINEO4,90145,G273,PALERMO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PAIS03200D@istruzione.it,Non Disponibile,https//www.iisdamianialmeyda-crispi.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS024006,"I.S. ""RIZZA-INSOLERA""",SRTD02401C,"I.S. ""RIZZA-INSOLERA""",VIALE A. DIAZ 12,96100,I754,SIRACUSA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,SRIS024006@istruzione.it,Non Disponibile,www.istitutorizza.edu.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS026006,ISTITUTO SUPERIORE STATALE MARIO RUTELLI,PATL026518,IST. TECN. PER GEOMETRI RUTELLI - SERALE,PIAZZA GIANGIACOMO CIACCIO MONTALTO 3,90131,G273,PALERMO,PERCORSO II LIVELLO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,PAIS026006@istruzione.it,Non Disponibile,www.istitutosuperiorerutellipa.it,NO
202526,ISOLE,SICILIA,TRAPANI,TPIS008004,POLO STATALE I.S.S. PIERSANTI MATTARELLA,TPTD00801A,TECNICO- A.F.M.AMM. FINANZA E MARKETING,VIA LEONARDO DA VINCI 60,91014,B385,CALATAFIMI-SEGESTA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS008004@istruzione.it,Non Disponibile,www.mattarelladolci.edu.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS05400T,I.S. CARRERA MILITELLO,CTTD05450C,CORSO SERALE CARRERA MILITELLO,VIA GRENCHEN SNC,95043,F209,MILITELLO IN VAL DI CATANIA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS05400T@istruzione.it,Non Disponibile,https//www.istitutocarreramilitello.edu.it/,NO
202526,ISOLE,SICILIA,CATANIA,CTTD160007,"I.T.E.""GIOACCHINO RUSSO""",CTTD16050L,CORSO SERALE,VIA PARINI S.N.,95047,G371,PATERNO',PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTTD160007@istruzione.it,Non Disponibile,www.iterusso.gov.it,NO
202526,ISOLE,SICILIA,RAGUSA,RGIS02100T,ARCHIMEDE,RGTL02101E,IST. TECN. L.B.ALBERTI,VIA FABRIZIO 10,97015,F258,MODICA,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,RGIS02100T@istruzione.it,Non Disponibile,www.archimedemodica.edu.it,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS022009,"I.I.S. ""E. MORSELLI - L. STURZO""",CLTF02201T,"I.T.T. ""E. MORSELLI""",VIA PITAGORA,93012,D960,GELA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CLIS022009@istruzione.it,Non Disponibile,www.morsellisturzo.edu.it,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS01200Q,"""A. DAMIANI"" MARSALA",TPTA01250X,"I.T.A. ""A. DAMIANI"" CORSO SERALE MARSALA",VIA TRAPANI 218,91025,E974,MARSALA,PERCORSO II LIVELLO,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,TPIS01200Q@istruzione.it,Non Disponibile,www.istitutodamiani.edu.it,NO
202526,ISOLE,SICILIA,CATANIA,CTTF01000G,ISTITUTO TECNICO ARCHIMEDE,CTTF01000G,ISTITUTO TECNICO ARCHIMEDE,VIALE REGINA MARGHERITA 22,95123,C351,CATANIA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,SI,Non Disponibile,CTTF01000G@istruzione.it,cttf01000g@pec.istruzione.it,www.itarchimede.it,SI
202526,ISOLE,SICILIA,CATANIA,CTTD18000C,PIETRO BRANCHINA,CTTD18001D,ISTITUTO TECNICO INDUSTRIALE - IND CHIM,VIA GIAMBATTISTA VICO 12,95033,A841,BIANCAVILLA,NORMALE,IST TECNICO ECONOMICO E TECNOLOGICO,NO,Non Disponibile,CTTD18000C@istruzione.it,Non Disponibile,WWW.BRANCHINA.EDU.IT,SI
202526,ISOLE,SICILIA,CATANIA,CTTF03000R,ITI CANNIZZARO,CTTF03000R,ITI CANNIZZARO,VIA CARLO PISACANE 1,95122,C351,CATANIA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,SI,Non Disponibile,CTTF03000R@istruzione.it,cttf03000r@pec.istruzione.it,www.cannizzaroct.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS029009,L. EINAUDI,SRTL02951B,"IIS ""L.EINAUDI""-ITG C. SERALE",VIA C.N.AGNELLO 17,96100,I754,SIRACUSA,PERCORSO II LIVELLO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,SRIS029009@istruzione.it,Non Disponibile,http//www.istitutoraelinoto.gov.it/,NO
202526,ISOLE,SICILIA,RAGUSA,RGIS00800B,QUINTINO CATAUDELLA,RGTD008502,"I.T.C. ""Q. CATAUDELLA"" - SERALE",VIA PRIMULA,97018,I535,SCICLI,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,RGIS00800B@istruzione.it,Non Disponibile,www.istitutocataudella.edu.it,NO
202526,ISOLE,SICILIA,AGRIGENTO,AGIS018009,IIS - GIUDICI SAETTA E LIVATINO,AGTD01801G,GINO ZAPPA,VIA ARCADIPANE 12,Non Disponibile,B520,CAMPOBELLO DI LICATA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,AGIS018009@istruzione.it,Non Disponibile,WWW.SAETTALIVATINORAVANUSA.IT,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS01400B,"I.I.S.S. ""R. D'ALTAVILLA -",TPTL01452E,ISTITUTO TECNICO PER GEOMETRI,C.DA TORREGGIANO VIA R.R. SORRENTINO,91020,M281,PETROSINO,PERCORSO II LIVELLO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,TPIS01400B@istruzione.it,Non Disponibile,www.isruggierodaltavilla.edu.it,NO
202526,ISOLE,SICILIA,AGRIGENTO,AGIS027004,IIS - GALILEO GALILEI,AGTD02701A,ITCG GALILEO GALILEI,VIA PIRANDELLO 4,92024,B602,CANICATTI',NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,AGIS027004@istruzione.it,Non Disponibile,www.galileicanicatti.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS00400R,IIS CUCUZZA - EUCLIDE,CTTA00401L,CUCUZZA-EUCLIDE - SEZ. ITA,VIA DELLE BALATAZZE32,95041,B428,CALTAGIRONE,NORMALE,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,CTIS00400R@istruzione.it,Non Disponibile,www.iiscucuzzaeuclide.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS05600D,ISTITUTO SUPERIORE VIZZINI,CTTD056515,I.S. MAJORANA PROFESS. PER L'AGRICOLTURA,VIA BUCCHERI,95049,M100,VIZZINI,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS05600D@istruzione.it,Non Disponibile,https//iosvizzini.edu.it,NO
202526,ISOLE,SICILIA,RAGUSA,RGTD03000T,F. BESTA,RGTD03000T,F. BESTA,VIA ALDO MORO N. 2,97100,H163,RAGUSA,NORMALE,ISTITUTO TECNICO COMMERCIALE,SI,Non Disponibile,RGTD03000T@istruzione.it,rgtd03000t@pec.istruzione.it,www.itcbesta.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS008004,IS FILIPPO BRUNELLESCHI,CTTN008504,CORSO SERALE TURISMO,VIA GUICCIARDINI SN,95024,A028,ACIREALE,PERCORSO II LIVELLO,ISTITUTO TECNICO PER IL TURISMO,NO,Non Disponibile,CTIS008004@istruzione.it,Non Disponibile,www.iis-brunelleschi.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS023006,IS CARLO GEMMELLARO,CTTF02301P,GEMMELLARO - INFORMATICA,CORSO INDIPENDENZA 229,95122,C351,CATANIA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS023006@istruzione.it,Non Disponibile,www.iis-gemmellaro.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS03400L,I.S. DE FELICE GIUFFRIDA - OLIVETTI,CTTD034507,DE FELICE - GIUFFRIDA SERALE,PIAZZA ROMA 4,95125,C351,CATANIA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS03400L@istruzione.it,Non Disponibile,www.defeliceolivetti.gov.it,NO
202526,ISOLE,SICILIA,PALERMO,PAIS03800C,PIO LA TORRE,PATD038514,ITC. PIO LA TORRE,VIA NINA SICILIANA 22,90135,G273,PALERMO,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PAIS03800C@istruzione.it,Non Disponibile,www.iseinaudipareto.gov.it,NO
202526,ISOLE,SICILIA,TRAPANI,TPIS002005,"I.I.S.S. ""F. D'AGUIRRE - D. ALIGHIERI""",TPTD00201B,IST. TECNICO ECONOMICO - SALEMI,VIA SAN LEONARDO S.N.C.,91018,H700,SALEMI,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS002005@istruzione.it,Non Disponibile,www.istitutodaguirre.edu.it,SI
202526,ISOLE,SICILIA,RAGUSA,RGIS00600Q,GIORGIO LA PIRA,RGTH00601Q,IST. TECNOL. NAUTICO G.LA PIRA,VIA ENRICO GIUNTA,97016,G953,POZZALLO,NORMALE,ISTITUTO TECNICO NAUTICO,NO,Non Disponibile,RGIS00600Q@istruzione.it,Non Disponibile,WWW.ISLAPIRA.EDU.IT,SI
202526,ISOLE,SICILIA,CATANIA,CTIS001009,I.S. AMARI-RIZZO-PANTANO GIARRE-RIPOSTO,CTTD00101G,E. PANTANO,VIA ROMA 66,95018,H325,RIPOSTO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS001009@istruzione.it,Non Disponibile,WWW.IISAMARI.EDU.IT,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS00600B,"I.I.S. ""E. MAJORANA""",CLTL00651D,SERALI CAT IPSS NAUTICO - MAJORANA GELA,VIA PITAGORA 41,93012,D960,GELA,PERCORSO II LIVELLO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,CLIS00600B@istruzione.it,Non Disponibile,www.istitutomajoranagela.gov.it,NO
202526,ISOLE,SICILIA,PALERMO,PATF030009,I.T.S.T. VITTORIO EMANUELE III,PATF030009,I.T.S.T. VITTORIO EMANUELE III,VIA DUCA DELLA VERDURA 48,90143,G273,PALERMO,NORMALE,ISTITUTO TECNICO INDUSTRIALE,SI,Non Disponibile,PATF030009@istruzione.it,patf030009@pec.istruzione.it,www.itive3pa.edu.it,SI
202526,ISOLE,SICILIA,ENNA,ENIS01300V,"IST. OMNICOMPRENSIVO ""DON BOSCO-MAJORANA",ENTD013015,ETTORE MAJORANA,VIA ALDO MORO N.147,94018,L448,TROINA,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,ENIS01300V@istruzione.it,Non Disponibile,icdonboscotroina.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS003005,IST.ISTR.SUPERIORE PALAZZOLO ACREIDE,SRTF00301N,TECNICO INDUSTRIALE,VIA ANTONINO UCCELLO,96010,G267,PALAZZOLO ACREIDE,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,SRIS003005@istruzione.it,Non Disponibile,www.polivalentepalazzolo.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS011004,"""PIER LUIGI NERVI- ALAIMO "" LENTINI",SRTD01102B,IST. TEC. COMM. FRANCOFONTE,C.DA S. ANTONIO S.N.,96015,D768,FRANCOFONTE,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,SRIS011004@istruzione.it,Non Disponibile,https//www.istitutonervialaimo.edu.it/,SI
202526,ISOLE,SICILIA,CATANIA,CTIS01700V,IS G. B. VACCARINI,CTTL017511,G.B. VACCARINI - SERALE,VIA ORCHIDEA,95123,C351,CATANIA,PERCORSO II LIVELLO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,CTIS01700V@istruzione.it,Non Disponibile,WWW.VACCARINICT.IT,NO
202526,ISOLE,SICILIA,PALERMO,PAIS026006,ISTITUTO SUPERIORE STATALE MARIO RUTELLI,PATL02601V,IST. TECN. GEOMETRI E TURISMO M.RUTELLI,PIAZZA GIANGIACOMO CIACCIO MONTALTO 3,90131,G273,PALERMO,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,PAIS026006@istruzione.it,Non Disponibile,www.istitutosuperiorerutellipa.it/,SI
202526,ISOLE,SICILIA,CATANIA,CTIS007008,I.S.I.S. D. ABRUZZI POLITECNICO DEL MARE,CTTH00750L,SERALE IST.TEC NAUTICO ABRUZZI,VIA ARTALE ALAGONA 97,95126,C351,CATANIA,PERCORSO II LIVELLO,ISTITUTO TECNICO NAUTICO,NO,Non Disponibile,CTIS007008@istruzione.it,Non Disponibile,www.politecnicodelmare.it,NO
202526,ISOLE,SICILIA,RAGUSA,RGIS017006,ENRICO FERMI,RGTA01750A,I.T.A. - I.T.C. SERALE E. FERMI,VIA COMO N. 435,97019,M088,VITTORIA,PERCORSO II LIVELLO,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,RGIS017006@istruzione.it,Non Disponibile,http//www.fermivittoria.it/,NO
202526,ISOLE,SICILIA,AGRIGENTO,AGIS01200A,IIS - CALOGERO AMATO VETRANO,AGTA012016,"IST. TECNICO AGRARIO ""C. AMATO VETRANO""",C/DA MARCHESA,92019,I533,SCIACCA,NORMALE,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,AGIS01200A@istruzione.it,Non Disponibile,http//www.amatovetranosciacca.edu.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS01700B,"""G. SALERNO""",PATD017513,"""G. SALERNO"" SERALE",VIA ROCCO CHINNICI S.N.C,90024,D907,GANGI,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PAIS01700B@istruzione.it,Non Disponibile,www.isisgangi.edu.it,NO
202526,ISOLE,SICILIA,MESSINA,METF040006,I.T.I.TORRICELLI - G.TOMASI DI LAMPEDUSA,METF04050G,I.T.I.TORRICELLI-LAMPEDUSA CORSO SERALE,VIA VALLONE POSTA SNC,98076,I199,SANT'AGATA DI MILITELLO,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,METF040006@istruzione.it,Non Disponibile,www.itisetorricelli.edu.it,NO
202526,ISOLE,SICILIA,RAGUSA,RGIS00600Q,GIORGIO LA PIRA,RGTD006012,IST. TECN. ECONOMICO G. LA PIRA,VIA PERTINI,97016,G953,POZZALLO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,RGIS00600Q@istruzione.it,Non Disponibile,www.islapira.edu.it,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS016002,"I.I.S. ""G.B. HODIERNA""",CLTD01651N,CORSO SERALE A.F.M. - C.A.T. - MUSSOMELI,CONTRADA PRATO,93014,F830,MUSSOMELI,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CLIS016002@istruzione.it,Non Disponibile,www.iishodierna.edu.it,NO
202526,ISOLE,SICILIA,PALERMO,PAIS013004,IISS STENIO,PATF013501,ISTSUP.IISS STENIO T.IM. SEZ.CERDA,VIA ROMA N.42,90010,C496,CERDA,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,PAIS013004@istruzione.it,Non Disponibile,www.stenio.it,NO
202526,ISOLE,SICILIA,MESSINA,METF03000G,ITT-LSSA COPERNICO,METF030501,ITT-LSSA COPERNICO BARCELLONA P.G SERALE,VIA ROMA 250,98051,A638,BARCELLONA POZZO DI GOTTO,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,METF03000G@istruzione.it,Non Disponibile,www.istitutocopernico.edu.it,NO
202526,ISOLE,SICILIA,AGRIGENTO,AGIS022001,IIS - G.B. ODIERNA,AGTF02201D,G .B. ODIERNA,CORSO SICILIA,92020,G282,PALMA DI MONTECHIARO,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,AGIS022001@istruzione.it,Non Disponibile,iisodierna.edu.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS013004,IISS STENIO,PATD01350P,ITC. STENIO,VIA E. FERMI,90018,L112,TERMINI IMERESE,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PAIS013004@istruzione.it,Non Disponibile,www.stenio.it,NO
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS007007,"I.I.S. ""C.M. CARAFA"" - MAZZARINO E RIESI",CLTD00701D,C.M. CARAFA,PIAZZA CARLO MARIA CARAFA,93013,F065,MAZZARINO,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,CLIS007007@istruzione.it,Non Disponibile,iisscmcarafa.edu.it,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLTD090005,"I.T.E.T. ""RAPISARDI-DA VINCI""",CLTD09050E,"""M. RAPISARDI"" CORSO SERALE - CALTANISS",VIALE REGINA MARGHERITA,93100,B429,CALTANISSETTA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CLTD090005@istruzione.it,Non Disponibile,www.rapisardidavinci.gov.it,NO
202526,ISOLE,SICILIA,SIRACUSA,SRIS009004,"IS ""RUIZ"" DI AUGUSTA",SRTD00951Q,"IST. TEC. COMM.""RUIZ"" SERALE",VIA CATANIA 83,96011,A494,AUGUSTA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,SRIS009004@istruzione.it,Non Disponibile,www.itisaugusta.it,NO
202526,ISOLE,SICILIA,CATANIA,CTTF140008,"ITIS ""G. FERRARIS""",CTTF14050N,ITIS FERRARIS CORSO SERALE,VIA G. MOTTA 85,95037,H922,SAN GIOVANNI LA PUNTA,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTTF140008@istruzione.it,Non Disponibile,https//www.itisgferraris.edu.it/,NO
202526,ISOLE,SICILIA,AGRIGENTO,AGIS02300R,IIS - N. GALLO - L. SCIASCIA,AGTL02301D,"ITG ""BRUNELLESCHI""",CONTRADA CALCARELLE,92100,A089,AGRIGENTO,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,AGIS02300R@istruzione.it,Non Disponibile,www.isgallosciascia.edu.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS013004,IISS STENIO,PATD01301A,STENIO TERMINI IMERESE,VIA E.FERMI,90018,L112,TERMINI IMERESE,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,PAIS013004@istruzione.it,Non Disponibile,www.stenio.gov.it,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS00600B,"I.I.S. ""E. MAJORANA""",CLTL006014,"TRASPORTI E LOGISTICA ""E. MAJORANA""",VIA PITAGORA N. 41,93012,D960,GELA,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,CLIS00600B@istruzione.it,Non Disponibile,WWW.ISTITUTOMAJORANAGELA.GOV.IT,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS028009,"I.I.S. ""S.CALVINO - G. B. AMICO""",TPTD02801G,"I.T.C. I.T.E. ""S.CALVINO"" TRAPANI",VIA S. MICHELE N.2,91100,L331,TRAPANI,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS028009@istruzione.it,Non Disponibile,www.iscalvinoamico.edu.it,SI
202526,ISOLE,SICILIA,AGRIGENTO,AGIS021005,IIS - FRANCESCO CRISPI,AGTD02151R,"I.T.C.G.""GIOVANNI XXIII""(CORSO SERALE)",VIA PRESTI N.2,92016,H269,RIBERA,PERCORSO II LIVELLO,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,AGIS021005@istruzione.it,Non Disponibile,www.istitutosuperiorecrispiribera.gov.it,NO
202526,ISOLE,SICILIA,RAGUSA,RGTD03000T,F. BESTA,RGTD030518,ISTITUTO TECNICO COMMERCIALE SERALE,VIA ALDO MORO N. 2,97100,H163,RAGUSA,PERCORSO II LIVELLO,IST TECNICO ECONOMICO E TECNOLOGICO,NO,Non Disponibile,RGTD03000T@istruzione.it,Non Disponibile,www.itcbesta.gov.it,NO
202526,ISOLE,SICILIA,AGRIGENTO,AGIS01100E,IIS - ENRICO FERMI - RE CAPRIATA,AGTD011516,"I.T.C. ""F.RE CAPRIATA"" CORSO SERALE",VIA CAMPOBELLO,92027,E573,LICATA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,AGIS01100E@istruzione.it,Non Disponibile,http//www.amatovetranosciacca.edu.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS03800X,I.I.S. FERMI EREDIA,CTTA03801Q,F. EREDIA,VIA DEL BOSCO 43,95125,C351,CATANIA,NORMALE,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,CTIS03800X@istruzione.it,Non Disponibile,www.fermieredia.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTTD18000C,PIETRO BRANCHINA,CTTD18050T,PIETRO BRANCHINA,VIA PASQUALE SIMONE NERI 11,95031,A056,ADRANO,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTTD18000C@istruzione.it,Non Disponibile,www.branchina.gov.it,NO
