nome,larghezza_cm,altezza_cm,titolo,sottotitolo,lettura,fonte
fig07_ritenzione_eta,28,20,La finestra per trattenere le ragazze di Bagheria è fra i 22 e i 25 anni,"Residenti di ogni età nel 2024 per 100 residenti della stessa coorte nel 2021: chi aveva 20 anni nel 2021 ne ha 23 nel 2024. Per età singola da 14 a 30 anni, per genere, su cinque territori. È una misura netta di saldo, che comprende sia chi parte sia chi arriva: dice a che età si perde, non da quando, e la stessa domanda su scala decennale sta in fig07b. Sotto il tratteggio la coorte si è ridotta. I ragazzi escono a ondate, a 17-19 e a 23-24 anni, e in parte rientrano dopo i 26. Le ragazze tengono fino ai 23 e da lì cedono, senza rientri: sulle età 25-29 restano fra 96,7% e 97,9%, contro una media di 97,7% in Sicilia e di 103% in Italia, che cresce per immigrazione. Ed è un tratto di Bagheria: fra i 22 e i 25 anni i cinque comuni vicini restano piatti (101,3% e 101,7%), mentre Bagheria scende da 103,3% a 97,1%. È l'età in cui il vantaggio educativo dovrebbe convertirsi in lavoro.","la riga tratteggiata orizzontale a 100% è la parità: sopra la coorte è cresciuta, sotto si è ridotta. Il rettangolo vermiglio chiaro, presente solo sul pannello delle femmine, è la finestra 22-25 anni, misurata sull'età del 2021: chi aveva 22-25 anni nel 2021 ne ha 25-28 nel 2024, ed è in quei tre anni che la coorte si riduce. Bagheria è in vermiglio e con la linea più spessa perché è il soggetto. Le linee sono medie mobili centrate su tre età, quindi si leggono i pattern e non i decimali; le età ai bordi servono solo a chiudere la media mobile e restano fuori dal grafico. Vicinato = Santa Flavia, Ficarazzi, Villabate, Casteldaccia, Misilmeri, cioè i cinque comuni più vicini per distanza fra i centroidi: le coorti sono sommate prima del rapporto, non è la media dei cinque rapporti, così il denominatore regge il confronto con Bagheria. Le serie dei singoli comuni, troppo piccole per essere lette per età, restano in genere_ritenzione_eta_vicini.csv. ","ISTAT, Censimento permanente della popolazione, età singole, anni 2021 e 2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_ritenzione_eta.csv e genere_ritenzione_eta_vicini.csv)."
fig07b_decennio,26,20,La falla si è aperta nel decennio 2011-2021: prima Bagheria tratteneva la coorte meglio di Palermo e Sicilia,"Residenti della coorte dieci anni dopo per 100 residenti iniziali, per genere e per quattro territori: sempre la stessa classe d'età (15-19 anni all'inizio del decennio) seguita due volte, nel 2001-2011 e nel 2011-2021. È una misura netta di saldo, che comprende sia chi parte sia chi arriva, e dice da quando si perde; a che età si perde lo dice fig07. Il tratteggio a 100 è la coorte che si conserva. Tre anni di dati non basterebbero a chiamarla fuga (fig07), dieci sì. Nel 2001-2011 le ragazze di Bagheria arrivavano a 102,9%, sopra Sicilia e Palermo; nel decennio successivo scendono a 88,6% (14,3 punti). Sui ragazzi il calo è di 14,5 punti e li porta sotto Palermo. È il decennio successivo a quello in cui si alza il muro dell'occupazione femminile (fig10, 2001-2011): prima si apre il divario sul lavoro, poi quello sulla permanenza.","la riga tratteggiata orizzontale a 100% è la coorte che si conserva: sopra è cresciuta, sotto si è ridotta. Ogni pannello è un genere e ogni linea un territorio, fra i due decenni: la pendenza della linea è il finding, non il livello. Bagheria è in vermiglio a tratto pieno perché è il soggetto, i tre riferimenti sono a tratto sottile. I valori in cifre sono stampati solo su Bagheria: con quattro etichette per estremo il pannello diventerebbe illeggibile. Il decennio 2011-2021 ha una gamba per rilevazione, perché il 2011 è censimento decennale e il 2021 censimento permanente: la distorsione nota va nel verso prudente, perché il censimento 2011 contò meno dell'anagrafe e sta quindi al denominatore del decennio che crolla e al numeratore di quello che tiene, e il divario fra i due decenni è una stima per difetto. Il controllo dentro la sola rilevazione permanente, sulla stessa coorte a cinque anni (2018-2023 e 2019-2024), dà per le femmine di Bagheria 92,8% e 93,3% contro 101,9% e 102,2% dell'Italia: il verso regge anche senza mescolare le due rilevazioni. Il vicinato non compare perché le classi quinquennali sono state scaricate solo per i quattro territori di confronto. Palermo è il controfattuale dichiarato del disegno di valutazione (notebook, sezione «Trend paralleli»).","ISTAT, classi quinquennali dei censimenti 2001 e 2011 e del Censimento permanente 2021 (il dataflow DF_DCSS_POP_DEMCITMIG_TV_1 le serve tutte e tre). Tutti i periodi disponibili, compresi quelli non disegnati, stanno in data/processed/genere_ritenzione_decennale.csv. Elaborazione: notebooks/genere.ipynb (data/processed/genere_ritenzione_decennale.csv)."
fig08_posizionamento,32,23,Sei indicatori su otto tengono qualunque gruppo di pari si scelga; l'occupazione femminile cambia lettura,"Posizione di Bagheria su otto indicatori del censimento 2011, letta con tre riferimenti diversi: nei primi due pannelli quanti comuni del gruppo di pari stanno sotto Bagheria su quell'indicatore, nel terzo il percentile di Bagheria fra tutti i comuni siciliani. La domanda è quale conclusione sopravviva al cambio di definizione di «comune simile». I due gruppi sono costruiti su variabili diverse e hanno un solo comune in comune (Misilmeri): quello che sopravvive a entrambi si può affermare. Reggono a tutte e due le letture i tre tratti che contano per la proposal: la disoccupazione femminile alta (8/10 in entrambi), l'occupazione giovanile bassa (2/10), e soprattutto i giovani che vivono da soli: Bagheria ne ha meno di ogni comune dei due gruppi. Quella è l'autonomia mancata, ed è il tratto proprio di Bagheria. Cambia invece proprio il claim centrale del thread: sull'occupazione femminile fra i pari strutturali Bagheria è nella norma (3/10, dentro i quartili), fra i comuni ugualmente scolarizzati è penultima (1/10, sotto il primo quartile). È uno svantaggio che resta a pari istruzione: il lavoro femminile non arriva. Concorde il modello del thread educazione: sull'occupazione giovanile Bagheria sta 5,9 punti sotto il valore atteso dai suoi tratti territoriali (un segno, non una misura: le cautele stanno in didascalia).","ogni riga è un indicatore e i tre pannelli vanno letti in orizzontale, sulla stessa riga. La riga verticale grigia è il riferimento: la mediana del gruppo di pari nei primi due pannelli (5 comuni su 10), la mediana regionale nel terzo (50° percentile). Il segmento va dal riferimento al valore di Bagheria, quindi la sua lunghezza è la distanza dalla mediana. Il colore è un giudizio e non un valore, e compare solo quando Bagheria esce dalla metà centrale del riferimento (oltre i quartili del gruppo nei due pannelli dei pari, sotto il 25° o sopra il 75° percentile nel terzo): vermiglio quando Bagheria sta peggio del riferimento, blu quando sta meglio, grigio quando è nella norma oppure quando l'indicatore non ha un verso «buono», e in quel caso il nome porta un asterisco. Il pallino mostra sempre la posizione, anche quando è grigio. Il verso di ciascun indicatore è fissato nel notebook ed è una scelta interpretativa dichiarata, non un dato. L'ordine delle righe è quello del primo pannello: che il secondo non scenda in modo monotono è il finding, e non serve nessun marcatore in più per vederlo. Che il differenziale educativo cambi lettura fra i due pannelli è atteso e non è un finding, perché il secondo gruppo è appaiato anche sull'istruzione e quindi su quell'asse è simile per costruzione. Pari strutturali = i 10 comuni più simili per dimensione, densità, struttura per età, stranieri, abitazioni e distanza da Palermo; pari per istruzione = i 10 comuni appaiati dal thread educazione con un disegno indipendente, che include il profilo educativo ed esclude gli esiti: rispondono a domande diverse e non vanno mai fusi in una classifica sola. Il residuo del modello citato nel sottotitolo vale -5,9 punti (intervallo bootstrap al 95% da -7,7 a -4,3), ma con un R quadro in validazione incrociata di 0,05 va letto come conferma di segno insieme agli altri pannelli, mai come effetto attribuibile al comune. Le fasce d'età cambiano da indicatore a indicatore, come le pubblica la fonte: 15 anni e più per occupazione e disoccupazione femminile, 6 anni e più per il differenziale educativo, 15-29 per NEET e occupazione giovanile, totale delle famiglie per giovani soli e coppie con figli, totale dei residenti per la mobilità.","ISTAT, 8milaCensus, censimento 2011, 390 comuni siciliani. Anno e fasce sono diversi dalle serie 15-24 del thread: è il gruppo di controllo storico, mai un termine di paragone con il censimento permanente 2018-2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_posizionamento.csv e genere_pari_lenti.csv) e pipeline/edu (data/processed/edu_model_robustness_2011.csv)."
fig09_kpi_finestra,28,27,"Quaranta ragazze: il KPI è realistico, ma la demografia se lo riprende","Il KPI della proposta tradotto in persone: a sinistra le 2.882 ragazze di 15-24 anni di Bagheria nel 2024, una per una, divise fra chi lavora oggi e i traguardi successivi; a destra lo stesso obiettivo messo di fronte al restringimento della platea nei due orizzonti della proposta. Non c'è nessun modello: è aritmetica sulla stessa popolazione, letta due volte. Quanto debba essere grande un effetto perché una rilevazione riesca a vederlo sta in fig09b. Oggi 236 ragazze su 2.882 lavorano. Allineare il tasso femminile a quello di Palermo vuol dire +40 occupate: il KPI realistico a 2-3 anni. La parità con i coetanei ne vorrebbe +239, il tasso nazionale +262: quelli non sono obiettivi, sono la misura del problema. E il +40 vale già meno alla scadenza: la platea 2029 è già nata ed è più piccola, così lo stesso tasso obiettivo ne vale +18 al 2029 e -2 al 2034. Il target va scritto in tasso e non in teste, oppure riparametrato ogni anno sulla platea corrente.","nel pannello sinistro ogni quadratino vale 10 ragazze e il blocco intero è la popolazione femminile 15-24. I colori sono una rampa ordinata su una tinta sola, non categorie: il vermiglio pieno è chi lavora oggi, le tinte via via più chiare sono i traguardi successivi (allineamento a Palermo, parità con i coetanei, tasso nazionale) e il grigio è chi resta comunque fuori. Le classi sono cumulative, quindi ogni fascia va letta come «e in più»; i quadratini sono arrotondati alla decina mentre i totali in legenda no, e la somma può scostarsi di poche unità. Nel pannello destro ogni faccia è un orizzonte e le tre barre si leggono in cascata: l'obiettivo sulla platea di oggi in arancio, quanto la platea si restringe in grigio (valore negativo, barra verso sinistra), quello che resta in vermiglio. La riga verticale grigia è lo zero. La lettura sta tutta nel confronto fra le due facce. Le platee del 2029 (2.651) e del 2034 (2.435) contano ragazze già nate e già residenti oggi: sono un tetto che si restringe, non una previsione demografica. Le due misure dell'attrito non coincidono, perché ciascuna si misura al tasso a cui la si applica: a tasso 2024 fermo la sola demografia toglie 19 occupate al 2029 e 37 al 2034 (lo scenario «non si fa niente»), mentre al tasso obiettivo di Palermo (9,59%) ne toglie 22 e 43, che è il numero disegnato nel pannello destro.","ISTAT, Censimento permanente della popolazione, tavola della condizione professionale, classe 15-24 anni, 2024, e demografia per età singola per le platee future. Elaborazione: notebooks/genere.ipynb (data/processed/genere_base_persone.csv, genere_gap_persone.csv, genere_platea.csv, genere_tetto_platea.csv e genere_kpi_netto.csv)."
fig09b_potenza,24,20,Aggregare anni non basta: sull'occupazione nessuna finestra vede l'effetto promesso,"Differenza minima rilevabile all'80% di potenza (MDE, in punti percentuali) per i due indicatori di popolazione della proposta, secondo quanti anni si accorpano in ciascun lato del confronto. Pallino vuoto: modello binomiale, che tratta ogni annata come un campione indipendente. Pallino pieno: variabilità osservata, senza interventi, nei 33 comuni siciliani di taglia simile a Bagheria. È una figura di disegno della misura, non un risultato sui giovani. Sull'occupazione femminile il binomiale promette che tre anni per lato bastino (potenza 90%); nei comuni simili la soglia resta fra 1,80 e 2,25 punti in ogni finestra, sopra il delta di 1,40, e la potenza sul triennio è del 41%. Sulle casalinghe (delta 2,1 punti) passa solo il biennio, con potenza 82%. Per questo il tasso comunale si legge come direzione della convergenza, e l'effetto del servizio si misura sui partecipanti.","ogni riga è una finestra di lettura: «anni pooled» è l'ampiezza di ciascuno dei due lati del confronto, quindi tre anni sono un triennio contro un triennio. Il pallino vuoto è la soglia binomiale (potenza 80%, alfa 5% bilaterale, trasformazione arcoseno); il pallino pieno è 2,8 volte la deviazione standard delle variazioni dei comuni simili, al netto della variazione mediana del gruppo. Il tratto grigio unisce i due metri della stessa finestra. La riga tratteggiata verticale è il delta che il KPI promette (l'allineamento a Palermo di fig09). Il colore è la conclusione sul metro osservato: blu quando la soglia sta a sinistra del tratteggio, grigio quando lo supera. Accanto a ogni riga la potenza sul delta promesso, osservata e fra parentesi binomiale. Comuni simili: fra metà e il doppio delle ragazze 15-24 di Bagheria nel 2024, Bagheria esclusa. Il metro osservato contiene anche le divergenze reali fra comuni e non contiene la variabilità propria di Palermo. Il triennio che i dati permettono (2018, 2019 e 2021 contro 2022-2024) attraversa la rottura di misura del 2021; il biennio 2021-2022 contro 2023-2024 no. Un pallino grigio non significa che l'intervento non funzioni, ma che quella lettura non basterebbe a dimostrarlo.","ISTAT, Censimento permanente della popolazione, tavola della condizione professionale, classe 15-24 anni, 390 comuni siciliani, 2018-2024 (manca il 2020). Numerosità di base di Bagheria: 2.882 ragazze di 15-24 anni nel 2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_mde.csv e genere_base_persone.csv)."
fig10_muro_recente,29,26,"Il muro si alza fra il 2001 e il 2011, e nel 2024 è ancora lì","Tre letture della stessa frattura, allineate sullo stesso asse del tempo: in alto a sinistra la posizione di Bagheria nella distribuzione dei 390 comuni siciliani, in percentile, su quattro indicatori del mercato del lavoro; sotto, la stessa frattura vista dall'istruzione con l'uscita precoce dalla scuola; a destra il tasso di occupazione femminile di Bagheria dentro il suo gruppo di dieci comuni gemelli, in punti percentuali. I primi due pannelli sono in percentile e il terzo in livello: sono unità diverse, e ciascuna si legge dentro il suo pannello. Fra il 1991 e il 2011 le donne di Bagheria entrano nel lavoro, ma il mercato non le assorbe: l'occupazione femminile scende al 12° percentile. Il censimento permanente mostra che dopo il 2011 è peggiorata ancora (8° percentile nel 2018) e che al 2024 ha recuperato solo in parte, al 17°. Fra il 2011 e il 2024 l'occupazione maschile risale dal 15° al 30° percentile, mentre la partecipazione femminile continua a scendere, dal 32° al 17°: la lettura del 2011, un mercato ristretto per tutti, al 2024 vale solo per gli uomini, che recuperano mentre le donne restano indietro. Rispetto alle gemelle strutturali lo scarto resta aperto: -1,7 punti nel 2011, e fra -2,1 e -3,1 in ogni anno dal 2018 al 2024. Nello stesso decennio peggiora anche l'istruzione, e in modo indipendente dal lavoro: l'uscita precoce dalla scuola passa dal 70° al 83° percentile. Due domini diversi, due indicatori diversi, la stessa datazione: il 2001-2011 è una frattura reale, non un artefatto della misura del lavoro. Per la proposal: la frattura è databile e resta aperta, e il pre-periodo del disegno di valutazione adesso è misurato invece che assunto.","l'asse del tempo non è in scala: il tratto 1991-2011 è compresso e il tratto 2018-2024 allungato, per dare spazio agli anni con più rilevazioni. Le pendenze si leggono dentro ciascuna epoca, mai fra un'epoca e l'altra. La striscia grigia verticale al centro di ogni pannello è lo stacco fra le due rilevazioni (universale a questionario i censimenti 1991-2011, campionaria sui registri il permanente 2018-2024): non è un'annata mancante, è un cambio di fonte, e nessuna linea lo attraversa. Il percentile è un rango calcolato dentro l'anno e assorbe quindi lo scarto di definizione fra le fonti; i livelli assoluti no, ed è la ragione per cui nel pannello destro le due epoche restano separate. Nei due pannelli di sinistra la riga orizzontale a 50 è la mediana regionale. Nel pannello in alto lo spessore è enfasi e non un dato: occupazione femminile (vermiglio) e maschile (blu) sono le due serie del finding, partecipazione e disoccupazione femminile restano grigie perché sono contesto. Su quelle due serie grigie va usata prudenza fra il 2019 e il 2021, dove il permanente cambia la definizione di «in cerca di occupazione» (a Bagheria la disoccupazione femminile cala di 15,5 punti, in Italia di 4,5); occupazione maschile e femminile non ne risentono. La striscia in basso ha verso opposto ai pannelli sopra, e per questo ha scala e asse propri: l'uscita precoce dalla scuola è un indicatore negativo, quindi più in alto significa peggio. Nel pannello di destra la banda grigia è l'intervallo fra il primo e il terzo quartile delle dieci gemelle, cioè la loro metà centrale, e non è un intervallo di confidenza; la linea grigia dentro la banda è la loro mediana e quella vermiglia è Bagheria. Gemelle = i dieci comuni più simili a Bagheria per dimensione, densità, struttura per età, stranieri, abitazioni e distanza da Palermo, appaiati con distanza di Mahalanobis su variabili che non sono esiti. Il differenziale educativo fra maschi e femmine non è in figura perché esiste solo fino al 2011: 8milaCensus lo calcola sulla popolazione di 6 anni e più, e il permanente non pubblica una classe 15 e più sull'istruzione.","ISTAT, 8milaCensus (censimenti 1991, 2001 e 2011) e Censimento permanente della popolazione (2018-2024), popolazione di 15 anni e più, 390 comuni ai confini del 2011; per la striscia, l'indicatore I5 di 8milaCensus, cioè la quota di 15-24enni con la sola licenza media e fuori da scuola e formazione. Elaborazione: notebooks/genere.ipynb (data/processed/genere_gap_madri.csv, genere_madri_recente.csv, genere_pretrend_gemelle.csv, genere_pretrend_gemelle_recente.csv e genere_frattura_istruzione.csv)."
fig11_per_1000,30,22,"Il diploma le ragazze lo raggiungono più dei ragazzi; il lavoro, la metà","Due misure sulla stessa popolazione di 15-24 anni, entrambe riportate a base 1.000 residenti dello stesso genere, 2024, su cinque territori: in alto quante persone hanno almeno il diploma, in basso quante lavorano. La base 1.000 è una normalizzazione e non un conteggio, e serve a rendere confrontabili territori di taglia diversissima. Ali a confronto sulla stessa riga: ragazze a sinistra della spina, ragazzi a destra, stessa scala nei due pannelli. A Bagheria su 1.000 ragazze 510 hanno almeno il diploma e 82 lavorano; su 1.000 coetanei, 462 e 165. La farfalla si rovescia fra i due pannelli: è la forbice del thread (il titolo c'è, il lavoro no). Il primato di Bagheria è nel rapporto, non nella distanza: i ragazzi al lavoro sono 2,0× le ragazze, il valore più alto del panel, ma in punti per mille l'ala si apre di più in Sicilia (99 contro 83): a Bagheria è basso il livello femminile, non solo la distanza. Le due quote vivono sulla stessa popolazione (il conteggio dei diplomi 9-24 è per costruzione quello 15-24, perché nessuno ha un diploma prima), e restano due misure affiancate: quante delle diplomate lavorino il censimento comunale non lo dice, e chi lavora può non avere il diploma (fig11b per il 18-24).","ogni riga è un territorio e la linea verticale scura al centro è la spina della farfalla, cioè lo zero. L'ala rosa verso sinistra è il valore femminile, quella blu verso destra il maschile: la coordinata è negativa a sinistra solo per costruire la farfalla, e l'asse riporta i valori assoluti. Le due ali partono entrambe dalla spina e condividono la base, quindi sono rispecchiate e non troncate, ed è ciò che rende corretto confrontarle a colpo d'occhio; ogni ala ha però il suo denominatore (1.000 ragazze a sinistra, 1.000 ragazzi a destra), così le due lunghezze restano confrontabili anche dove le due popolazioni non sono uguali. La scala orizzontale è la stessa nei due pannelli, apposta: che il lavoro sia una frazione del diploma è metà del finding, e due scale libere lo cancellerebbero. Il rovesciamento della forma fra il pannello di sopra e quello di sotto è la forbice. I due pannelli sono affiancati e non incatenati perché l'incrocio fra titolo di studio e condizione professionale non è pubblicato a livello comunale: chi lavora non è un sottoinsieme di chi ha il diploma, e non sono stadi di un percorso. L'attainment letto sulla fascia in cui il diploma è già raggiungibile (18-24) sta in fig11b. Vicinato = i cinque comuni più vicini per distanza fra i centroidi: conteggi sommati e poi le quote, non media dei cinque valori.","ISTAT, Censimento permanente della popolazione, tavola istruzione (fascia 9-24 anni), tavola della condizione professionale (classe 15-24 anni) e demografia per età singola per i denominatori, anno 2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_per_1000.csv)."
fig11b_attainment_18_24,22,18,"Sul 18-24 il vantaggio delle ragazze regge, il primato di Bagheria passa ad altri","Quota di residenti di 18-24 anni con almeno il diploma, in percentuale dei coetanei della stessa fascia e dello stesso genere, 2024, su cinque territori: è la fascia in cui il titolo è già raggiungibile, quindi chi non ha ancora finito la scuola non pesa sul denominatore come accade sul 9-24. Vale come controllo di robustezza del claim educativo. Il vantaggio femminile regge in tutti e cinque i territori, e a Bagheria vale +5,7 punti (72% contro 66%), il più ampio del panel. Ma sul livello passano avanti Sicilia e Italia. È il limite del claim educativo: a distinguere Bagheria è che il titolo resti fuori dal mercato del lavoro (fig11), più di quanto le ragazze studino.","ogni riga è un territorio e il segmento grigio unisce i due generi: la sua lunghezza è il divario. Il pallino rosa è il valore femminile, quello blu il maschile, e la cifra accanto a ciascuno è il suo valore, stampata all'esterno per non coprire il pallino. L'ordine delle righe è geografico, dal comune al paese, non per valore. Il valore è un limite superiore e non una stima puntuale, perché qualche qualifica professionale si consegue a 17 anni: la quota vera è al più quella disegnata. La fascia 18-24 è diversa sia dalla classe 15-24 su cui stanno le altre figure del thread sia dalla fascia 9-24 della serie storica di fig05b: le tre misure vanno lette una per volta. Quante delle diplomate lavorino da qui non si ricava, perché l'incrocio fra titolo di studio e condizione professionale non è pubblicato a livello comunale. Vicinato = i cinque comuni più vicini per distanza fra i centroidi: conteggi sommati e poi le quote, non media delle cinque quote.","ISTAT, Censimento permanente della popolazione, tavola istruzione, anno 2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_per_1000.csv)."
fig12_pendolarismo,24,21,"Le ragazze di Bagheria escono più dei coetanei per studiare, meno per lavorare","Quota di residenti che esce dal comune, in percentuale di chi si sposta ogni giorno per quel motivo, per genere e per motivo dello spostamento, 2019, su quattro territori: il pannello di sopra riguarda gli spostamenti per lavoro, quello di sotto gli spostamenti per studio. Il verso dello scarto cambia col motivo in tutti i territori: la particolarità di Bagheria è l'ampiezza, la maggiore del panel in entrambi i pannelli. 8,2 punti sul lavoro, il doppio della Sicilia (4,1), e 2,7 sullo studio contro 1,8. Il denominatore è già condizionato al motivo: chi si sposta per lavoro un lavoro ce l'ha. Lo scarto è quindi una misura indipendente sullo stesso passaggio, e sta in piedi da sola accanto al divario occupazionale di fig01 e fig05. Stabile sul 2018: 8,3 e 3,0 punti.","ogni riga è un territorio. Il pallino grande rosa è il valore femminile, quello piccolo blu il maschile: i diametri sono diversi apposta, così dove i due valori quasi coincidono si vede un anello e non un pallino solo. La freccia parte dal valore maschile e punta verso quello femminile, quindi il suo verso è la direzione dello scarto; si ferma prima del pallino di arrivo perché una punta sotto il pallino nasconderebbe proprio il verso. La cifra sopra la freccia è l'ampiezza dello scarto in punti percentuali, in valore assoluto. Bagheria è in vermiglio, gli altri territori in grigio. Palermo compare con valori bassissimi perché è un comune grande e quasi tutti gli spostamenti restano dentro il suo confine: su questa misura va letta come artefatto della geografia, non come un dato sui palermitani. La serie esiste solo per il 2018 e il 2019, quindi resta separata dal 2021-2024 delle altre figure del thread; il 2018 serve da controllo di stabilità, citato nel sottotitolo e non disegnato.","ISTAT, Censimento permanente della popolazione, tavola del pendolarismo, 2018-2019. La destinazione è «fuori comune» aggregata e la fonte non identifica il comune di arrivo: questa figura non misura il pendolarismo verso Palermo, che è invece l'oggetto di mob_fig01 su un'altra fonte. Contesto al 2011 (8milaCensus, 390 comuni siciliani): Bagheria sta al 25° percentile per mobilità fuori comune (indicatore M2), cioè si esce poco in assoluto; mob_fig04 mostra che quel percentile è un effetto della taglia del comune. Elaborazione: notebooks/genere.ipynb (data/processed/genere_pendolarismo.csv e genere_mobilita_2011.csv)."
fig13_tasso_occupazione_eta,26,19,Il ritardo di Bagheria sull'occupazione accompagna tutta la vita lavorativa,"Tasso di occupazione, cioè occupati in percentuale della popolazione della stessa classe d'età, dal 2018 al 2024, su quattro territori e su tutte e quattro le classi d'età pubblicate a livello comunale, maschi e femmine insieme (la stessa tavola aperta per genere sta in fig13b). Il tasso sta sulla popolazione della classe e non sulle sole forze di lavoro, quindi comprende studenti e inattivi: è la ragione per cui la classe 15-24 resta strutturalmente bassa in tutti i territori. In punti il divario con la Sicilia è più stretto sui giovani (-3,1 pp) e tocca il massimo sui 50-64 (-8,1 pp): il ritardo comincia al primo ingresso e prosegue per tutta la carriera. Sulla base bassa dei 15-24 però quei -3,1 pp sono il 20% dell'occupazione della classe: in termini relativi la più distante dalla Sicilia resta proprio il 15-24.","ogni pannello è una classe d'età, e la cifra nella sua intestazione è il divario di Bagheria rispetto alla Sicilia in punti percentuali nell'ultima annata. L'area vermiglio chiaro dentro ogni pannello è il cuneo fra Bagheria e la Sicilia: la sua altezza è la distanza fra le due linee, non un intervallo di confidenza. Bagheria è in vermiglio a tratto pieno perché è il soggetto, i tre riferimenti sono a tratto sottile. La striscia grigia verticale fra il 2019 e il 2021 occupa l'annata mancante: il 2020 manca alla fonte (sulla classe 15-24 non esiste nessuna riga, sulle altre solo il denominatore) e nessun valore è interpolato. Sull'asse orizzontale sono etichettate solo la prima annata, il 2021 e l'ultima, perché con quattro pannelli affiancati sei etichette si sovrappongono; le posizioni restano quelle di tutte le annate. Le quattro classi sono le uniche pubblicate a livello comunale dal censimento permanente: la fascia 15-34 del bando non è ricostruibile da qui, e il totale 15+ resta fuori perché somma le quattro classi invece di affiancarsi a loro.","ISTAT, Censimento permanente della popolazione, tavola della condizione professionale, 2018-2024. Elaborazione: pipeline/build.py (data/processed/tasso_occupazione_eta.csv, che contiene anche il dettaglio per genere)."
fig13b_occupazione_eta_genere,26,19,A Bagheria il tasso di occupazione maschile è il doppio di quello femminile già a 15-24 anni,"Tasso di occupazione per genere, cioè occupati in percentuale della popolazione della stessa classe d'età e dello stesso genere, dal 2018 al 2024, sulle quattro classi d'età pubblicate a livello comunale. Sul grafico stanno due territori, Bagheria a tratto pieno e Sicilia tratteggiata: con quattro territori le linee diventerebbero sedici e i pannelli illeggibili. Il tasso sta sulla popolazione della classe e non sulle sole forze di lavoro, quindi comprende studenti e inattivi, e per questo la classe 15-24 resta bassa per entrambi i generi. In punti il divario cresce con l'età (da 8,3 pp sui 15-24 a 33,9 pp sui 50-64), ma cresce ovunque. Quello che distingue Bagheria è il rapporto: 2,01× già a 15-24 contro 1,95× in Sicilia, ed è il più alto dei quattro territori in tutte e quattro le classi. Il divario c'è già a vent'anni, e in punti sembra piccolo solo perché a quell'età lavorano in pochi.","ci sono due codifiche indipendenti e vanno lette insieme: il colore è il genere (rosa le femmine, blu i maschi) e il tratto è il territorio (pieno Bagheria, tratteggiato Sicilia). Il rosa e il blu qui non stanno per un territorio, ed è la ragione per cui nessun territorio li usa nelle altre figure. Ogni pannello è una classe d'età, e la cifra nella sua intestazione è il divario fra maschi e femmine a Bagheria in punti percentuali nell'ultima annata. Il divario è dichiarato su due scale perché dicono cose diverse: in punti percentuali nell'intestazione di ogni pannello, in rapporto fra i due tassi nel sottotitolo, e il rapporto è la misura che non dipende dal livello generale della classe. La striscia grigia verticale fra il 2019 e il 2021 occupa l'annata mancante: il 2020 manca alla fonte e nessun valore è interpolato. Sull'asse orizzontale sono etichettate solo la prima annata, il 2021 e l'ultima; le posizioni restano quelle di tutte le annate.","ISTAT, Censimento permanente della popolazione, tavola della condizione professionale, 2018-2024. Elaborazione: pipeline/build.py (data/processed/tasso_occupazione_eta.csv; fig13 è la stessa tavola a generi uniti)."
