DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,AGE,LABPROF_STATUS_A,EURO_LABOUR_STATUS,EDU_LEV_HIGHEST,CITIZENSHIP,ROLE_IN_HOUSEHOLD,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_AGE,NOTE_LABPROF_STATUS_A,NOTE_EURO_LABOUR_STATUS,NOTE_EDU_LEV_HIGHEST,NOTE_CITIZENSHIP,NOTE_ROLE_IN_HOUSEHOLD,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,1,Y18-29,99,TOT,99,TOTAL,TOT,2020,42.844347,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,1,Y18-29,99,TOT,99,TOTAL,TOT,2021,38.528268,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,1,Y18-29,99,TOT,99,TOTAL,TOT,2022,35.568077,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,1,Y18-29,99,TOT,99,TOTAL,TOT,2023,31.090678,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,1,Y18-29,99,TOT,99,TOTAL,TOT,2024,29.288454,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,1,Y18-29,99,TOT,99,TOTAL,TOT,2025,25.841872,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-24,99,TOT,99,TOTAL,TOT,2018,31.493526,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-24,99,TOT,99,TOTAL,TOT,2019,29.676445,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-24,99,TOT,99,TOTAL,TOT,2020,28.310576,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-24,99,TOT,99,TOTAL,TOT,2021,30.471519,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-24,99,TOT,99,TOTAL,TOT,2022,26.354064,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-24,99,TOT,99,TOTAL,TOT,2023,21.114043,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-24,99,TOT,99,TOTAL,TOT,2024,17.400803,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-24,99,TOT,99,TOTAL,TOT,2025,14.990729,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-29,99,TOT,99,TOTAL,TOT,2018,40.230506,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-29,99,TOT,99,TOTAL,TOT,2019,39.900397,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-29,99,TOT,99,TOTAL,TOT,2020,40.736097,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-29,99,TOT,99,TOTAL,TOT,2021,39.350964,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-29,99,TOT,99,TOTAL,TOT,2022,34.569932,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-29,99,TOT,99,TOTAL,TOT,2023,30.371498,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-29,99,TOT,99,TOTAL,TOT,2024,27.393836,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-29,99,TOT,99,TOTAL,TOT,2025,24.712496,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-34,99,TOT,99,TOTAL,TOT,2018,46.386386,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-34,99,TOT,99,TOTAL,TOT,2019,45.859629,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-34,99,TOT,99,TOTAL,TOT,2020,46.757853,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-34,99,TOT,99,TOTAL,TOT,2021,45.807018,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-34,99,TOT,99,TOTAL,TOT,2022,41.393369,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-34,99,TOT,99,TOTAL,TOT,2023,37.51474,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-34,99,TOT,99,TOTAL,TOT,2024,35.257603,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y15-34,99,TOT,99,TOTAL,TOT,2025,32.114385,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y18-29,99,TOT,99,TOTAL,TOT,2018,47.546418,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y18-29,99,TOT,99,TOTAL,TOT,2019,47.136244,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y18-29,99,TOT,99,TOTAL,TOT,2020,48.657273,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y18-29,99,TOT,99,TOTAL,TOT,2021,45.517182,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y18-29,99,TOT,99,TOTAL,TOT,2022,40.901685,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y18-29,99,TOT,99,TOTAL,TOT,2023,37.102614,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y18-29,99,TOT,99,TOTAL,TOT,2024,33.539896,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,2,Y18-29,99,TOT,99,TOTAL,TOT,2025,30.250961,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-24,99,TOT,99,TOTAL,TOT,2018,31.222085,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-24,99,TOT,99,TOTAL,TOT,2019,30.224524,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-24,99,TOT,99,TOTAL,TOT,2020,30.068439,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-24,99,TOT,99,TOTAL,TOT,2021,30.24334,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-24,99,TOT,99,TOTAL,TOT,2022,26.369184,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-24,99,TOT,99,TOTAL,TOT,2023,22.142982,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-24,99,TOT,99,TOTAL,TOT,2024,19.499739,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-24,99,TOT,99,TOTAL,TOT,2025,16.130843,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-29,99,TOT,99,TOTAL,TOT,2018,38.361858,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-29,99,TOT,99,TOTAL,TOT,2019,37.97464,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-29,99,TOT,99,TOTAL,TOT,2020,38.434161,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-29,99,TOT,99,TOTAL,TOT,2021,36.320204,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-29,99,TOT,99,TOTAL,TOT,2022,32.410618,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-29,99,TOT,99,TOTAL,TOT,2023,27.896386,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-29,99,TOT,99,TOTAL,TOT,2024,25.742155,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-29,99,TOT,99,TOTAL,TOT,2025,22.835329,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-34,99,TOT,99,TOTAL,TOT,2018,41.502635,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-34,99,TOT,99,TOTAL,TOT,2019,40.651591,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-34,99,TOT,99,TOTAL,TOT,2020,41.876,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-34,99,TOT,99,TOTAL,TOT,2021,40.22833,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-34,99,TOT,99,TOTAL,TOT,2022,36.406564,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-34,99,TOT,99,TOTAL,TOT,2023,32.219836,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-34,99,TOT,99,TOTAL,TOT,2024,30.118529,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y15-34,99,TOT,99,TOTAL,TOT,2025,27.473363,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y18-29,99,TOT,99,TOTAL,TOT,2018,45.148008,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y18-29,99,TOT,99,TOTAL,TOT,2019,44.556976,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y18-29,99,TOT,99,TOTAL,TOT,2020,45.685884,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y18-29,99,TOT,99,TOTAL,TOT,2021,41.938016,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y18-29,99,TOT,99,TOTAL,TOT,2022,38.171071,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y18-29,99,TOT,99,TOTAL,TOT,2023,34.014915,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y18-29,99,TOT,99,TOTAL,TOT,2024,31.351632,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
IT1:172_931_DF_DCCV_NEET1_11(1.0),A,ITG1,NEET_I,9,Y18-29,99,TOT,99,TOTAL,TOT,2025,27.977027,,,,,,,,CONDIZIONE_PROF_EU__TOT_N1,,,,,,,
