DATAFLOW,FREQ,REF_AREA,INDICATOR,GENDER,AGE_CLASS,MARITAL_STATUS,CITIZENSHIP,AREA_CONTRY_CITIZEN,USUAL_RESID_1Y,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_INDICATOR,NOTE_GENDER,NOTE_AGE_CLASS,NOTE_MARITAL_STATUS,NOTE_CITIZENSHIP,NOTE_AREA_CONTRY_CITIZEN,NOTE_USUAL_RESID_1Y,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,TOTAL,ALL,TOTAL,ALL,ALL,2022,330228,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,TOTAL,ALL,TOTAL,ALL,ALL,2023,329058,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,TOTAL,ALL,TOTAL,ALL,ALL,2024,328195,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2001,54,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2011,78,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2018,100,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2019,100,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2020,106,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2021,108,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2022,107,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2023,114,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2024,122,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2001,17026,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2011,15409,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2018,13928,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2019,13647,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2020,13372,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2021,13042,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2022,12671,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2023,12404,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2024,11958,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2001,21828,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2011,16539,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2018,16441,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2019,16259,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2020,16299,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2021,15993,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2022,15725,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2023,15434,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2024,15094,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2001,22838,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2011,18895,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2018,16603,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2019,16585,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2020,16364,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2021,16358,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2022,16505,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2023,16647,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2024,16587,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2001,24527,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2011,20595,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2018,17695,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2019,17169,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2020,16204,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2021,15871,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2022,15970,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2023,15904,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2024,16085,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2001,26064,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2011,19999,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2018,19539,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2019,18731,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2020,17605,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2021,17035,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2022,16338,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2023,16084,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2024,15954,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2001,26281,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2011,21533,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2018,19179,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2019,18836,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2020,18139,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2021,17949,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2022,18011,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2023,17694,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2024,17455,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2001,27475,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2011,24213,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2018,20755,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2019,20095,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2020,19398,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2021,18882,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2022,18651,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2023,18567,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2024,18400,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2001,25605,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2011,25540,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2018,23580,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2019,22997,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2020,22271,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2021,21522,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2022,20990,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2023,20567,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2024,20026,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2001,24306,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2011,26565,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2018,25237,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2019,25009,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2020,24754,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2021,24297,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2022,23918,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2023,23399,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2024,22846,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2001,24206,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2011,24613,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2018,26411,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2019,26001,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2020,25235,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2021,25267,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2022,25200,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2023,24864,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2024,24733,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2001,19460,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2011,22849,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2018,25196,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2019,25687,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2020,25506,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2021,25819,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2022,25670,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2023,25720,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2024,25564,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2001,19591,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2011,15978,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2018,15350,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2019,14915,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2020,14842,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2021,14494,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2022,14286,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2023,14058,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2024,13856,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2001,18616,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2011,22274,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2018,22753,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2019,22926,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2020,22894,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2021,23316,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2022,23766,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2023,24300,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2024,24955,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y65-69,ALL,TOTAL,ALL,ALL,2001,17463,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y65-69,ALL,TOTAL,ALL,ALL,2011,17721,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y65-69,ALL,TOTAL,ALL,ALL,2018,20744,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082053,RESPOP_AV,F,Y65-69,ALL,TOTAL,ALL,ALL,2019,20883,,,,,,,,,ISO__ALL_N1,,,,,
